"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"791","entry into cell of other organism involved in symbiotic interaction (GO:0051806)","1/22",0.0945066276095652,0.18508044473853,0,0,10.64151952916,25.1042524346405,"GAS6"
"792","response to interleukin-6 (GO:0070741)","1/22",0.0945066276095652,0.18508044473853,0,0,10.64151952916,25.1042524346405,"PTGIS"
"793","movement in host environment (GO:0052126)","1/22",0.0945066276095652,0.18508044473853,0,0,10.64151952916,25.1042524346405,"GAS6"
"794","establishment of protein localization to endoplasmic reticulum (GO:0072599)","2/115",0.0947845742121766,0.185157790882403,0,0,3.98169750603379,9.38147101339283,"SEC61G;SEC61B"
"795","positive regulation of ERK1 and ERK2 cascade (GO:0070374)","2/115",0.0947845742121766,0.185157790882403,0,0,3.98169750603379,9.38147101339283,"F2R;GAS6"
"796","response to peptide (GO:1901652)","4/384",0.095084989024427,0.185511291400672,0,0,2.39045287637699,5.62469776770088,"COL1A1;PLAT;TIMP1;ADCY7"
"797","response to UV (GO:0009411)","2/117",0.0975724523601581,0.186711939966611,0,0,3.91205533596838,9.10397899223076,"MFAP4;CRIP1"
"798","regulation of protein complex assembly (GO:0043254)","3/244",0.0976474832666332,0.186711939966611,0,0,2.8142795822006,6.54711580312957,"GSN;ELN;PMEPA1"
"799","regulation of sensory perception of pain (GO:0051930)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"F2R"
"800","regulation of sensory perception (GO:0051931)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"F2R"
"801","response to sterol (GO:0036314)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"TGFBR2"
"802","cell aggregation (GO:0098743)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"MGP"
"803","regulation of establishment of planar polarity (GO:0090175)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"FZD1"
"804","regulation of keratinocyte differentiation (GO:0045616)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"NME2"
"805","protein-lipid complex remodeling (GO:0034368)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"LPL"
"806","plasma lipoprotein particle remodeling (GO:0034369)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"LPL"
"807","leukocyte degranulation (GO:0043299)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"S100A13"
"808","regulation of catenin import into nucleus (GO:0035412)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"FZD1"
"809","isoprenoid biosynthetic process (GO:0008299)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"ALDH1A2"
"810","retinol metabolic process (GO:0042572)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"ALDH1A2"
"811","positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"THBS1"
"812","macromolecular complex remodeling (GO:0034367)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"LPL"
"813","negative regulation of organ growth (GO:0046621)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"TGFBR2"
"814","regulation of fatty acid transport (GO:2000191)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"THBS1"
"815","positive regulation of activated T cell proliferation (GO:0042104)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"IGF1"
"816","prostaglandin metabolic process (GO:0006693)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"PTGIS"
"817","prostanoid metabolic process (GO:0006692)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"PTGIS"
"818","neural tube development (GO:0021915)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"ALDH1A2"
"819","positive regulation of blood vessel endothelial cell migration (GO:0043536)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"THBS1"
"820","cartilage condensation (GO:0001502)","1/23",0.0985858279282814,0.186711939966611,0,0,10.1573033707865,23.5327224231173,"MGP"
"821","response to organophosphorus (GO:0046683)","2/118",0.0989751408047626,0.186765970437177,0,0,3.87813479623824,8.96968586112364,"COL1A1;PLAT"
"822","protein localization to endoplasmic reticulum (GO:0070972)","2/118",0.0989751408047626,0.186765970437177,0,0,3.87813479623824,8.96968586112364,"SEC61G;SEC61B"
"823","regulation of DNA replication (GO:0006275)","2/118",0.0989751408047626,0.186765970437177,0,0,3.87813479623824,8.96968586112364,"TGFB3;IGF1"
"824","cellular response to extracellular stimulus (GO:0031668)","2/119",0.100383556550448,0.187984157898606,0,0,3.84479409479409,8.83824681805783,"TNC;GAS6"
"825","nucleoside biosynthetic process (GO:0009163)","2/119",0.100383556550448,0.187984157898606,0,0,3.84479409479409,8.83824681805783,"AK1;NME2"
"826","positive regulation of cysteine-type endopeptidase activity (GO:2001056)","2/119",0.100383556550448,0.187984157898606,0,0,3.84479409479409,8.83824681805783,"MTCH1;F2R"
"827","muscle cell differentiation (GO:0042692)","2/119",0.100383556550448,0.187984157898606,0,0,3.84479409479409,8.83824681805783,"LGALS1;IGF1"
"828","regulation of cell morphogenesis involved in differentiation (GO:0010769)","3/248",0.101282707156824,0.187984157898606,0,0,2.76776917663617,6.33774744082803,"COL1A1;TGFB3;SPP1"
"829","cell part morphogenesis (GO:0032990)","3/248",0.101282707156824,0.187984157898606,0,0,2.76776917663617,6.33774744082803,"FZD1;GSN;S100A6"
"830","regulation of synaptic plasticity (GO:0048167)","2/120",0.101797621086926,0.187984157898606,0,0,3.81201848998459,8.70957993367766,"SERPINE2;PLAT"
"831","regulation of cell projection assembly (GO:0060491)","2/120",0.101797621086926,0.187984157898606,0,0,3.81201848998459,8.70957993367766,"TGFB3;DPYSL3"
"832","glycosyl compound biosynthetic process (GO:1901659)","2/120",0.101797621086926,0.187984157898606,0,0,3.81201848998459,8.70957993367766,"AK1;NME2"
"833","regulation of chemotaxis (GO:0050920)","2/120",0.101797621086926,0.187984157898606,0,0,3.81201848998459,8.70957993367766,"GAS6;THBS1"
"834","regulation of cell aging (GO:0090342)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"LMNA"
"835","adrenal gland development (GO:0030325)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"MDK"
"836","negative regulation of embryonic development (GO:0045992)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"COL5A2"
"837","regulation of astrocyte differentiation (GO:0048710)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"SERPINE2"
"838","sprouting angiogenesis (GO:0002040)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"THBS1"
"839","positive regulation of interleukin-10 production (GO:0032733)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"CD34"
"840","behavioral fear response (GO:0001662)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"MDK"
"841","behavioral defense response (GO:0002209)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"MDK"
"842","cell differentiation involved in kidney development (GO:0061005)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"CD34"
"843","negative regulation of muscle cell apoptotic process (GO:0010656)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"IGF1"
"844","protein import into nucleus, translocation (GO:0000060)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"SEC61B"
"845","Golgi to plasma membrane protein transport (GO:0043001)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"VAMP5"
"846","positive regulation of cytokine-mediated signaling pathway (GO:0001961)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"GAS6"
"847","positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"F2R"
"848","mesenchymal cell development (GO:0014031)","1/24",0.102646855053456,0.187984157898606,0,0,9.7151929653151,22.1162556930706,"ALDH1A2"
"849","embryonic organ morphogenesis (GO:0048562)","2/121",0.103217256489927,0.188583999210419,0,0,3.77979373567609,8.58360626414603,"MMP14;TGFBR2"
"850","plasma membrane organization (GO:0007009)","2/121",0.103217256489927,0.188583999210419,0,0,3.77979373567609,8.58360626414603,"GAS6;VAMP5"
"851","leukocyte differentiation (GO:0002521)","3/251",0.104044593094733,0.1898722127804,0,0,2.73387096774194,6.18657419018067,"LGALS1;GAS6;TGFBR2"
"852","response to temperature stimulus (GO:0009266)","2/122",0.104642385445769,0.190515386397748,0,0,3.74810606060606,8.4602497181668,"LPL;THBS1"
"853","regulation of actin polymerization or depolymerization (GO:0008064)","2/122",0.104642385445769,0.190515386397748,0,0,3.74810606060606,8.4602497181668,"GSN;ELN"
"854","positive regulation of cell morphogenesis involved in differentiation (GO:0010770)","2/123",0.106072931137034,0.191327069751782,0,0,3.71694214876033,8.33943693585704,"COL1A1;TGFB3"
"855","regulation of actin filament length (GO:0030832)","2/123",0.106072931137034,0.191327069751782,0,0,3.71694214876033,8.33943693585704,"GSN;ELN"
"856","positive regulation of smooth muscle contraction (GO:0045987)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"F2R"
"857","actin filament polymerization (GO:0030041)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"GSN"
"858","actin filament capping (GO:0051693)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"GSN"
"859","peptidyl-glutamic acid modification (GO:0018200)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"GAS6"
"860","regulation of protein export from nucleus (GO:0046825)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"GAS6"
"861","maintenance of protein localization in organelle (GO:0072595)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"KDELR3"
"862","positive regulation of calcium-mediated signaling (GO:0050850)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"IGF1"
"863","positive regulation of response to cytokine stimulus (GO:0060760)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"GAS6"
"864","proximal/distal pattern formation (GO:0009954)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"ALDH1A2"
"865","response to testosterone (GO:0033574)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"THBS1"
"866","detection of mechanical stimulus involved in sensory perception (GO:0050974)","1/25",0.106689789056692,0.191327069751782,0,0,9.30992509363296,20.8340280238854,"SERPINE2"
"867","regulation of innate immune response (GO:0045088)","3/254",0.106836344491608,0.19136890772257,0,0,2.70078307459816,6.04018549926787,"COLEC12;CTSK;MMP2"
"868","regulation of lymphocyte differentiation (GO:0045619)","2/124",0.107508817391214,0.192130257086946,0,0,3.68628912071535,8.22109716453556,"GAS6;TGFBR2"
"869","positive regulation of DNA metabolic process (GO:0051054)","2/124",0.107508817391214,0.192130257086946,0,0,3.68628912071535,8.22109716453556,"TGFB3;IGF1"
"870","regulation of small GTPase mediated signal transduction (GO:0051056)","3/256",0.108713864279618,0.194060495662353,0,0,2.6791604197901,5.94515327853745,"COL3A1;F2R;IGF1"
"871","negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)","2/126",0.110396309459388,0.194063142220935,0,0,3.62646627565982,7.9915660328466,"PTGIS;GAS6"
"872","cellular response to radiation (GO:0071478)","2/126",0.110396309459388,0.194063142220935,0,0,3.62646627565982,7.9915660328466,"MFAP4;CRIP1"
"873","vesicle organization (GO:0016050)","2/126",0.110396309459388,0.194063142220935,0,0,3.62646627565982,7.9915660328466,"SERPINE2;F2R"
"874","regulation of glycolytic process (GO:0006110)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"IGF1"
"875","regulation of cardiac muscle hypertrophy (GO:0010611)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"IGF1"
"876","positive regulation of tissue remodeling (GO:0034105)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"SPP1"
"877","pyrimidine ribonucleoside biosynthetic process (GO:0046132)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"NME2"
"878","pyrimidine nucleoside triphosphate metabolic process (GO:0009147)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"NME2"
"879","macrophage activation (GO:0042116)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"SLC7A2"
"880","positive regulation of vasoconstriction (GO:0045907)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"F2R"
"881","regulation of neuron migration (GO:2001222)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"COL3A1"
"882","positive regulation of glial cell differentiation (GO:0045687)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"SERPINE2"
"883","positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"TGFB3"
"884","regulation of odontogenesis (GO:0042481)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"CD34"
"885","proteoglycan biosynthetic process (GO:0030166)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"IGF1"
"886","positive regulation of epidermis development (GO:0045684)","1/26",0.110714709599323,0.194063142220935,0,0,8.93707865168539,19.6687099170749,"NME2"
"887","single organism cell adhesion (GO:0098602)","3/259",0.111554310561503,0.195094419259024,0,0,2.6473599137931,5.80630549606655,"ITGB5;GAS6;CD34"
"888","regulation of T cell activation (GO:0050863)","3/259",0.111554310561503,0.195094419259024,0,0,2.6473599137931,5.80630549606655,"LGALS1;IGF1;TGFBR2"
"889","regulation of protein polymerization (GO:0032271)","2/127",0.111847765666487,0.195387604139543,0,0,3.59727272727273,7.88024523384024,"GSN;ELN"
"890","regulation of cell morphogenesis (GO:0022604)","4/408",0.112135367794345,0.195669917061369,0,0,2.24568270780566,4.91366267239579,"COL1A1;TGFB3;SPP1;S100A13"
"891","regulation of protein catabolic process (GO:0042176)","3/260",0.112507497748139,0.19609892705147,0,0,2.63692472829733,5.76098283508485,"SERPINE2;TIMP3;TIMP1"
"892","positive regulation of endopeptidase activity (GO:0010950)","2/128",0.113304263161929,0.197266278800982,0,0,3.56854256854257,7.77113837237539,"MTCH1;F2R"
"893","negative regulation of lipid transport (GO:0032369)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"THBS1"
"894","negative regulation of endothelial cell proliferation (GO:0001937)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"THBS1"
"895","pyrimidine ribonucleotide biosynthetic process (GO:0009220)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"NME2"
"896","cellular response to fatty acid (GO:0071398)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"TNC"
"897","phosphatidylserine metabolic process (GO:0006658)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"PLA1A"
"898","negative regulation of interferon-gamma production (GO:0032689)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"GAS6"
"899","regulation of muscle hypertrophy (GO:0014743)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"IGF1"
"900","regulation of platelet activation (GO:0010543)","1/27",0.114721696046825,0.197814846126899,0,0,8.59291270527226,18.6057708774936,"SERPINE2"
"901","regulation of epithelial cell migration (GO:0010632)","2/129",0.114765728499894,0.197814846126899,0,0,3.54026485325698,7.66418616736611,"THBS1;TGFBR2"
"902","circulatory system process (GO:0003013)","2/130",0.11623208880684,0.199677471147148,0,0,3.51242897727273,7.55933135037138,"ACTA2;ELN"
"903","response to glucocorticoid (GO:0051384)","2/130",0.11623208880684,0.199677471147148,0,0,3.51242897727273,7.55933135037138,"MDK;PLAT"
"904","positive regulation of homeostatic process (GO:0032846)","2/130",0.11623208880684,0.199677471147148,0,0,3.51242897727273,7.55933135037138,"F2R;SPP1"
"905","fear response (GO:0042596)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"MDK"
"906","negative regulation of blood circulation (GO:1903523)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"F2R"
"907","glycerolipid catabolic process (GO:0046503)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"LPL"
"908","cardiac muscle tissue development (GO:0048738)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"ALDH1A2"
"909","negative regulation of smoothened signaling pathway (GO:0045879)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"SERPINE2"
"910","response to fluid shear stress (GO:0034405)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"TGFB3"
"911","regulation of macrophage derived foam cell differentiation (GO:0010743)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"LPL"
"912","triglyceride homeostasis (GO:0070328)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"LPL"
"913","lymphocyte migration (GO:0072676)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"GAS6"
"914","stem cell development (GO:0048864)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"ALDH1A2"
"915","acylglycerol homeostasis (GO:0055090)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"LPL"
"916","tissue regeneration (GO:0042246)","1/28",0.118710827420075,0.20126409932683,0,0,8.2742405326675,17.6329424550214,"GSN"
"917","response to purine-containing compound (GO:0014074)","2/132",0.119179205447963,0.201837847394423,0,0,3.45804195804196,7.3556943832641,"COL1A1;PLAT"
"918","regulation of developmental growth (GO:0048638)","2/133",0.120659818701714,0.203900651190166,0,0,3.43147120055517,7.25680703791269,"SPP1;TGFBR2"
"919","activation of MAPK activity (GO:0000187)","2/133",0.120659818701714,0.203900651190166,0,0,3.43147120055517,7.25680703791269,"TGFB3;THBS1"
"920","cellular response to heat (GO:0034605)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"THBS1"
"921","response to electrical stimulus (GO:0051602)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"S100A13"
"922","morphogenesis of embryonic epithelium (GO:0016331)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"ALDH1A2"
"923","regulation of glycogen biosynthetic process (GO:0005979)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"IGF1"
"924","regulation of cardiac muscle cell proliferation (GO:0060043)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"TGFBR2"
"925","regulation of fibroblast growth factor receptor signaling pathway (GO:0040036)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"THBS1"
"926","regulation of glucan biosynthetic process (GO:0010962)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"IGF1"
"927","lung epithelial cell differentiation (GO:0060487)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"IGF1"
"928","pyrimidine ribonucleotide metabolic process (GO:0009218)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"NME2"
"929","cellular response to ketone (GO:1901655)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"GAS6"
"930","pituitary gland development (GO:0021983)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"ALDH1A2"
"931","non-canonical Wnt signaling pathway (GO:0035567)","1/29",0.122682182350928,0.204646003427488,0,0,7.97833065810594,16.7397995010685,"FZD1"
"932","organic acid biosynthetic process (GO:0016053)","3/272",0.124186630819938,0.206490190217734,0,0,2.51775413408537,5.25195898084536,"PTGIS;ALDH1A2;LPL"
"933","carboxylic acid biosynthetic process (GO:0046394)","3/272",0.124186630819938,0.206490190217734,0,0,2.51775413408537,5.25195898084536,"PTGIS;ALDH1A2;LPL"
"934","positive regulation of defense response (GO:0031349)","3/272",0.124186630819938,0.206490190217734,0,0,2.51775413408537,5.25195898084536,"COLEC12;CTSK;MMP2"
"935","inositol lipid-mediated signaling (GO:0048017)","2/136",0.125129030895758,0.206581363739947,0,0,3.35413839891452,6.97127420913531,"GSN;IGF1"
"936","phosphatidylinositol-mediated signaling (GO:0048015)","2/136",0.125129030895758,0.206581363739947,0,0,3.35413839891452,6.97127420913531,"GSN;IGF1"
"937","neuron projection development (GO:0031175)","2/137",0.126627660129676,0.206581363739947,0,0,3.32912457912458,6.87965028695899,"TNC;NREP"
"938","regulation of cellular carbohydrate metabolic process (GO:0010675)","2/137",0.126627660129676,0.206581363739947,0,0,3.32912457912458,6.87965028695899,"IGFBP4;IGF1"
"939","lens development in camera-type eye (GO:0002088)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"TGFBR2"
"940","nitric oxide metabolic process (GO:0046209)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"SLC7A2"
"941","hair follicle morphogenesis (GO:0031069)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"RUNX1"
"942","regulation of natural killer cell activation (GO:0032814)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"GAS6"
"943","long-term synaptic potentiation (GO:0060291)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"SERPINE2"
"944","release of sequestered calcium ion into cytosol (GO:0051209)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"F2R"
"945","cytokine secretion (GO:0050663)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"S100A13"
"946","regulation of granulocyte chemotaxis (GO:0071622)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"THBS1"
"947","lung cell differentiation (GO:0060479)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"IGF1"
"948","vasoconstriction (GO:0042310)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"ACTA2"
"949","B cell activation involved in immune response (GO:0002312)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"LGALS1"
"950","negative regulation of actin filament depolymerization (GO:0030835)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"GSN"
"951","positive regulation of glucose import (GO:0046326)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"IGF1"
"952","negative regulation of sequestering of calcium ion (GO:0051283)","1/30",0.126635839201822,0.206581363739947,0,0,7.70282836110035,15.9174304761181,"F2R"
"953","embryo development (GO:0009790)","3/276",0.128175159918998,0.208873057034841,0,0,2.48035872173803,5.09554357655422,"TGFB3;RUNX1;TGFBR2"
"954","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","2/139",0.129637843735534,0.211007412396883,0,0,3.28019243530192,6.70146769741472,"IGF1;GAS6"
"955","negative regulation of endothelial cell migration (GO:0010596)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"THBS1"
"956","regulation of smooth muscle cell migration (GO:0014910)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"IGF1"
"957","protein kinase B signaling (GO:0043491)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"GAS6"
"958","positive regulation of muscle contraction (GO:0045933)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"F2R"
"959","regulation of gastrulation (GO:0010470)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"COL5A2"
"960","plasma lipoprotein particle organization (GO:0071827)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"LPL"
"961","negative regulation of interleukin-6 production (GO:0032715)","1/31",0.13057187592621,0.211007412396883,0,0,7.44569288389513,15.1581755945746,"GAS6"
"962","pattern recognition receptor signaling pathway (GO:0002221)","2/142",0.13418441767524,0.214438957823722,0,0,3.20941558441558,6.44624013600507,"COLEC12;CTSK"
"963","cellular component morphogenesis (GO:0032989)","4/437",0.134416717603228,0.214438957823722,0,0,2.0921639185778,4.19857646031424,"FZD1;GSN;S100A6;S100A4"
"964","positive regulation of glucose metabolic process (GO:0010907)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"IGF1"
"965","reproductive behavior (GO:0019098)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"SERPINE2"
"966","negative regulation of striated muscle tissue development (GO:0045843)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"TGFBR2"
"967","fat-soluble vitamin metabolic process (GO:0006775)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"ALDH1A2"
"968","positive regulation of protein tyrosine kinase activity (GO:0061098)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"GAS6"
"969","negative regulation of cytokine-mediated signaling pathway (GO:0001960)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"GAS6"
"970","pyrimidine nucleobase metabolic process (GO:0006206)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"DPYSL3"
"971","Golgi to plasma membrane transport (GO:0006893)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"VAMP5"
"972","negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"IGF1"
"973","regulation of activated T cell proliferation (GO:0046006)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"IGF1"
"974","regulation of sequestering of calcium ion (GO:0051282)","1/32",0.13449037019981,0.214438957823722,0,0,7.20514679231606,14.4554171099652,"F2R"
"975","carbohydrate homeostasis (GO:0033500)","2/143",0.135708021688701,0.215937046805893,0,0,3.18649258542876,6.36422104319944,"LGALS1;GAS6"
"976","glucose homeostasis (GO:0042593)","2/143",0.135708021688701,0.215937046805893,0,0,3.18649258542876,6.36422104319944,"LGALS1;GAS6"
"977","regulation of muscle system process (GO:0090257)","2/144",0.137235555622635,0.217596043735127,0,0,3.16389244558259,6.28366898440506,"F2R;IGF1"
"978","positive regulation of epithelial cell proliferation (GO:0050679)","2/144",0.137235555622635,0.217596043735127,0,0,3.16389244558259,6.28366898440506,"NME2;IGF1"
