"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"329","response to cadmium ion (GO:0046686)","1/36",0.0729479394257499,0.142380315505681,0,0,13.8836236933798,36.347455263945,"CDK1"
"330","regulation of erythrocyte differentiation (GO:0045646)","1/36",0.0729479394257499,0.142380315505681,0,0,13.8836236933798,36.347455263945,"HMGB2"
"331","regulation of cell cycle G2/M phase transition (GO:1902749)","1/36",0.0729479394257499,0.142380315505681,0,0,13.8836236933798,36.347455263945,"CENPF"
"332","chromosome organization involved in meiosis (GO:0070192)","1/36",0.0729479394257499,0.142380315505681,0,0,13.8836236933798,36.347455263945,"SMC4"
"333","regulation of nitric-oxide synthase activity (GO:0050999)","1/37",0.0748982555185005,0.145311585556851,0,0,13.4972899728997,34.9799098006468,"HSP90AA1"
"334","somatic diversification of immune receptors (GO:0002200)","1/37",0.0748982555185005,0.145311585556851,0,0,13.4972899728997,34.9799098006468,"HMGB2"
"335","positive regulation of intracellular transport (GO:0032388)","2/217",0.0760460916241979,0.147098111559643,0,0,4.59139534883721,11.8293428494562,"CDK1;ECT2"
"336","regulation of meiotic cell cycle (GO:0051445)","1/38",0.0768445661301127,0.147760471371849,0,0,13.1318391562294,33.6959121348464,"CDC20"
"337","cellular response to calcium ion (GO:0071277)","1/38",0.0768445661301127,0.147760471371849,0,0,13.1318391562294,33.6959121348464,"ECT2"
"338","regulation of intracellular protein transport (GO:0033157)","2/219",0.0772572555103906,0.147976327409521,0,0,4.54861751152074,11.6472557054628,"CDK1;ECT2"
"339","chromatin modification (GO:0016568)","3/475",0.0774135416540548,0.147976327409521,0,0,3.17568448500652,8.12528586214491,"CBX3;CDK1;CENPA"
"340","tight junction assembly (GO:0070830)","1/39",0.0787868792506188,0.149718175232847,0,0,12.785622593068,32.4883795602331,"ECT2"
"341","response to axon injury (GO:0048678)","1/39",0.0787868792506188,0.149718175232847,0,0,12.785622593068,32.4883795602331,"CDK1"
"342","positive regulation of kinase activity (GO:0033674)","3/480",0.0793258484779017,0.15030160764234,0,0,3.14159006611837,7.96139004202604,"TPX2;CDK1;ECT2"
"343","microtubule bundle formation (GO:0001578)","1/40",0.0807252029061721,0.152063754311627,0,0,12.4571607254534,31.350991817076,"KIF20A"
"344","response to amine (GO:0014075)","1/40",0.0807252029061721,0.152063754311627,0,0,12.4571607254534,31.350991817076,"CDK1"
"345","cellular process involved in reproduction in multicellular organism (GO:0022412)","2/228",0.082783192097931,0.155488430375244,0,0,4.36548672566372,10.8767421551862,"CCNB1;HMGB2"
"346","establishment of protein localization to membrane (GO:0090150)","2/229",0.0834046573653195,0.156202942117708,0,0,4.34603524229075,10.795773743627,"HSP90AA1;ARL6IP1"
"347","positive regulation of protein transport (GO:0051222)","2/231",0.084651968059334,0.158082061390341,0,0,4.30764192139738,10.6364592468021,"CDK1;ECT2"
"348","cell killing (GO:0001906)","1/43",0.0865163169313317,0.160178781061437,0,0,11.5656213704994,28.3059590516683,"TUBB4B"
"349","nucleus organization (GO:0006997)","1/43",0.0865163169313317,0.160178781061437,0,0,11.5656213704994,28.3059590516683,"HMGB2"
"350","response to activity (GO:0014823)","1/43",0.0865163169313317,0.160178781061437,0,0,11.5656213704994,28.3059590516683,"CDK1"
"351","regulation of lipid catabolic process (GO:0050994)","1/44",0.0884387624876212,0.161431881949235,0,0,11.2960862166761,27.3980348823149,"AADAC"
"352","peptidyl-threonine phosphorylation (GO:0018107)","1/44",0.0884387624876212,0.161431881949235,0,0,11.2960862166761,27.3980348823149,"CDK1"
"353","regulation of nitric oxide biosynthetic process (GO:0045428)","1/44",0.0884387624876212,0.161431881949235,0,0,11.2960862166761,27.3980348823149,"HSP90AA1"
"354","protein transmembrane transport (GO:0071806)","1/44",0.0884387624876212,0.161431881949235,0,0,11.2960862166761,27.3980348823149,"HSP90AA1"
"355","protein K48-linked ubiquitination (GO:0070936)","1/44",0.0884387624876212,0.161431881949235,0,0,11.2960862166761,27.3980348823149,"UBE2C"
"356","cellular response to ionizing radiation (GO:0071479)","1/45",0.0903572583768995,0.164009813524456,0,0,11.0388026607539,26.5371041913809,"ECT2"
"357","regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)","1/45",0.0903572583768995,0.164009813524456,0,0,11.0388026607539,26.5371041913809,"HMGB2"
"358","positive regulation of Rac GTPase activity (GO:0032855)","1/46",0.092271812533484,0.167017135535468,0,0,10.7929539295393,25.7197880941791,"ECT2"
"359","neural precursor cell proliferation (GO:0061351)","1/47",0.094182432848802,0.170000603025136,0,0,10.5577942735949,24.9430170471269,"RACGAP1"
"360","stem cell proliferation (GO:0072089)","1/48",0.0960891271965123,0.172481314192078,0,0,10.3326414115205,24.2039966567989,"RACGAP1"
"361","peptidyl-threonine modification (GO:0018210)","1/48",0.0960891271965123,0.172481314192078,0,0,10.3326414115205,24.2039966567989,"CDK1"
"362","regulation of monooxygenase activity (GO:0032768)","1/49",0.0979919034498567,0.17492769541462,0,0,10.1168699186992,23.5001778931513,"HSP90AA1"
"363","organelle fusion (GO:0048284)","1/49",0.0979919034498567,0.17492769541462,0,0,10.1168699186992,23.5001778931513,"CDK1"
"364","negative regulation of protein polymerization (GO:0032272)","1/50",0.0998907694703361,0.176855788570431,0,0,9.90990542558487,22.8292310643337,"STMN1"
"365","regulation of glial cell differentiation (GO:0045685)","1/50",0.0998907694703361,0.176855788570431,0,0,9.90990542558487,22.8292310643337,"CDK1"
"366","response to fatty acid (GO:0070542)","1/50",0.0998907694703361,0.176855788570431,0,0,9.90990542558487,22.8292310643337,"CCNB1"
"367","regulation of small GTPase mediated signal transduction (GO:0051056)","2/256",0.10070981915033,0.177820062150991,0,0,3.87874015748032,8.90369447968326,"RACGAP1;ECT2"
"368","mitochondrial membrane organization (GO:0007006)","1/51",0.101785733097108,0.179231399584039,0,0,9.71121951219512,22.1890230103219,"HSP90AA1"
"369","ATP-dependent chromatin remodeling (GO:0043044)","1/52",0.103676802144179,0.182066579375144,0,0,9.52032520325203,21.5775970619839,"CENPA"
"370","lymphocyte mediated immunity (GO:0002449)","1/53",0.105563984412697,0.18438129892029,0,0,9.33677298311445,20.9931553834414,"TUBB4B"
"371","cellular component disassembly involved in execution phase of apoptosis (GO:0006921)","1/53",0.105563984412697,0.18438129892029,0,0,9.33677298311445,20.9931553834414,"HMGB2"
"372","digestive tract development (GO:0048565)","1/54",0.107447287722285,0.186664456954533,0,0,9.16014726184998,20.4340433748325,"CCNB1"
"373","DNA biosynthetic process (GO:0071897)","1/54",0.107447287722285,0.186664456954533,0,0,9.16014726184998,20.4340433748325,"CENPF"
"374","DNA duplex unwinding (GO:0032508)","1/55",0.109326719821722,0.18841413416084,0,0,8.99006323396567,19.8987358732483,"TOP2A"
"375","positive regulation of histone modification (GO:0031058)","1/55",0.109326719821722,0.18841413416084,0,0,8.99006323396567,19.8987358732483,"CCNB1"
"376","establishment of protein localization to mitochondrion (GO:0072655)","1/55",0.109326719821722,0.18841413416084,0,0,8.99006323396567,19.8987358732483,"HSP90AA1"
"377","positive regulation of chromatin modification (GO:1903310)","1/56",0.111202288508606,0.191138151070495,0,0,8.82616407982262,19.3858248898034,"CCNB1"
"378","response to alcohol (GO:0097305)","2/274",0.11275968022565,0.191811395186315,0,0,3.61875,7.89790902346126,"H2AFZ;CDK1"
"379","neurotrophin TRK receptor signaling pathway (GO:0048011)","2/274",0.11275968022565,0.191811395186315,0,0,3.61875,7.89790902346126,"CDK1;ECT2"
"380","regulation of viral genome replication (GO:0045069)","1/57",0.113074001483291,0.191811395186315,0,0,8.66811846689895,18.8940087241774,"TOP2A"
"381","actomyosin structure organization (GO:0031032)","1/57",0.113074001483291,0.191811395186315,0,0,8.66811846689895,18.8940087241774,"RACGAP1"
"382","DNA geometric change (GO:0032392)","1/57",0.113074001483291,0.191811395186315,0,0,8.66811846689895,18.8940087241774,"TOP2A"
"383","embryo development (GO:0009790)","2/276",0.11412146406,0.192579970601251,0,0,3.59197080291971,7.79634361751511,"CCNB1;RACGAP1"
"384","protein localization to membrane (GO:0072657)","2/276",0.11412146406,0.192579970601251,0,0,3.59197080291971,7.79634361751511,"HSP90AA1;ARL6IP1"
"385","protein localization to mitochondrion (GO:0070585)","1/58",0.114941866528379,0.192876217803827,0,0,8.51561831407788,18.4220822369292,"HSP90AA1"
"386","chromatin assembly or disassembly (GO:0006333)","1/58",0.114941866528379,0.192876217803827,0,0,8.51561831407788,18.4220822369292,"CENPA"
"387","neurotrophin signaling pathway (GO:0038179)","2/278",0.115487611894884,0.192876217803827,0,0,3.56557971014493,7.69663187723773,"CDK1;ECT2"
"388","organelle assembly (GO:0070925)","2/278",0.115487611894884,0.192876217803827,0,0,3.56557971014493,7.69663187723773,"CENPF;CENPA"
"389","glycosaminoglycan catabolic process (GO:0006027)","1/60",0.118666083589266,0.196663995309065,0,0,8.22612649855312,17.5335094629553,"HMMR"
"390","activation of MAPKK activity (GO:0000186)","1/60",0.118666083589266,0.196663995309065,0,0,8.22612649855312,17.5335094629553,"CDK1"
"391","positive regulation of DNA replication (GO:0045740)","1/60",0.118666083589266,0.196663995309065,0,0,8.22612649855312,17.5335094629553,"CDK1"
"392","negative regulation of transferase activity (GO:0051348)","2/284",0.11961165847899,0.197725394628534,0,0,3.4886524822695,7.40817086131089,"CDC20;UBE2C"
"393","cholesterol homeostasis (GO:0042632)","1/61",0.120522451012998,0.198724041364944,0,0,8.08861788617886,17.1148621128692,"TMEM97"
"394","cell aging (GO:0007569)","1/62",0.122375001262298,0.200756964096125,0,0,7.95561775289884,16.7120891019769,"CDK1"
"395","sterol homeostasis (GO:0055092)","1/62",0.122375001262298,0.200756964096125,0,0,7.95561775289884,16.7120891019769,"TMEM97"
"396","response to oxidative stress (GO:0006979)","2/290",0.12377290605414,0.202537482634047,0,0,3.41493055555556,7.13483761497694,"CDK1;ECT2"
"397","positive regulation of endothelial cell proliferation (GO:0001938)","1/63",0.124223741995635,0.202654603005344,0,0,7.82690794649882,16.3243546760876,"HMGB2"
"398","cellular response to organic cyclic compound (GO:0071407)","2/291",0.124469956784146,0.202654603005344,0,0,3.40294117647059,7.09067757342847,"CCNB1;H2AFZ"
"399","regulation of synapse organization (GO:0050807)","1/64",0.126068680851312,0.204231262979125,0,0,7.7022841656988,15.9508792886871,"CDC20"
"400","centrosome organization (GO:0051297)","1/64",0.126068680851312,0.204231262979125,0,0,7.7022841656988,15.9508792886871,"CDK1"
"401","toll-like receptor 5 signaling pathway (GO:0034146)","1/65",0.127909825457738,0.205671381877455,0,0,7.58155487804878,15.5909350172055,"CDK1"
"402","toll-like receptor 10 signaling pathway (GO:0034166)","1/65",0.127909825457738,0.205671381877455,0,0,7.58155487804878,15.5909350172055,"CDK1"
"403","DNA catabolic process, endonucleolytic (GO:0000737)","1/65",0.127909825457738,0.205671381877455,0,0,7.58155487804878,15.5909350172055,"HMGB2"
"404","positive regulation of nuclease activity (GO:0032075)","1/66",0.129747183437601,0.208109343731598,0,0,7.46454033771107,15.2438414172246,"HMGB2"
"405","regulation of gliogenesis (GO:0014013)","1/67",0.131580762345961,0.210010674877297,0,0,7.35107169253511,14.9089617702062,"CDK1"
"406","aminoglycan catabolic process (GO:0006026)","1/67",0.131580762345961,0.210010674877297,0,0,7.35107169253511,14.9089617702062,"HMMR"
"407","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)","1/69",0.135236613437021,0.214787562517622,0,0,7.13414634146341,14.2734959196977,"BIRC5"
"408","regulation of mRNA processing (GO:0050684)","1/69",0.135236613437021,0.214787562517622,0,0,7.13414634146341,14.2734959196977,"CCNB1"
"409","response to heat (GO:0009408)","1/70",0.137058900692575,0.215568368079584,0,0,7.03039943442913,13.9718257436259,"MKI67"
"410","microtubule organizing center organization (GO:0031023)","1/70",0.137058900692575,0.215568368079584,0,0,7.03039943442913,13.9718257436259,"CDK1"
"411","cellular response to alcohol (GO:0097306)","1/70",0.137058900692575,0.215568368079584,0,0,7.03039943442913,13.9718257436259,"H2AFZ"
"412","leukocyte mediated immunity (GO:0002443)","1/70",0.137058900692575,0.215568368079584,0,0,7.03039943442913,13.9718257436259,"TUBB4B"
"413","negative regulation of cysteine-type endopeptidase activity (GO:2000117)","1/71",0.138877439165725,0.216849591757566,0,0,6.92961672473868,13.6801961812502,"BIRC5"
"414","toll-like receptor TLR1:TLR2 signaling pathway (GO:0038123)","1/71",0.138877439165725,0.216849591757566,0,0,6.92961672473868,13.6801961812502,"CDK1"
"415","toll-like receptor TLR6:TLR2 signaling pathway (GO:0038124)","1/71",0.138877439165725,0.216849591757566,0,0,6.92961672473868,13.6801961812502,"CDK1"
"416","positive regulation of nervous system development (GO:0051962)","2/313",0.140041960544578,0.21769077572383,0,0,3.15868167202572,6.20937807209651,"CDC20;ECT2"
"417","positive regulation of chromosome organization (GO:2001252)","1/72",0.140692236371196,0.21769077572383,0,0,6.83167296461697,13.3981437663071,"CCNB1"
"418","regulation of nuclease activity (GO:0032069)","1/72",0.140692236371196,0.21769077572383,0,0,6.83167296461697,13.3981437663071,"HMGB2"
"419","regulation of homeostatic process (GO:0032844)","2/314",0.140759930599205,0.21769077572383,0,0,3.14839743589744,6.17306115108297,"HMGB2;BIRC5"
"420","toll-like receptor 2 signaling pathway (GO:0034134)","1/73",0.142503299792737,0.219339995880508,0,0,6.73644986449864,13.1252323807561,"CDK1"
"421","toll-like receptor 9 signaling pathway (GO:0034162)","1/73",0.142503299792737,0.219339995880508,0,0,6.73644986449864,13.1252323807561,"CDK1"
"422","positive regulation of myeloid cell differentiation (GO:0045639)","1/74",0.144310636967646,0.221595480462167,0,0,6.64383561643836,12.8610512918479,"HMGB2"
"423","TRIF-dependent toll-like receptor signaling pathway (GO:0035666)","1/76",0.147914162403663,0.226057493484843,0,0,6.4660162601626,12.3573534098399,"CDK1"
"424","regulation of mRNA metabolic process (GO:1903311)","1/76",0.147914162403663,0.226057493484843,0,0,6.4660162601626,12.3573534098399,"CCNB1"
"425","regulation of oxidoreductase activity (GO:0051341)","1/77",0.149710365588923,0.22666429182622,0,0,6.3806161745828,12.117126677357,"HSP90AA1"
"426","DNA damage checkpoint (GO:0000077)","1/77",0.149710365588923,0.22666429182622,0,0,6.3806161745828,12.117126677357,"CDK1"
"427","cell-cell junction assembly (GO:0007043)","1/77",0.149710365588923,0.22666429182622,0,0,6.3806161745828,12.117126677357,"ECT2"
"428","regulation of DNA binding (GO:0051101)","1/77",0.149710365588923,0.22666429182622,0,0,6.3806161745828,12.117126677357,"HMGB2"
"429","MyD88-independent toll-like receptor signaling pathway (GO:0002756)","1/79",0.153291690080022,0.231545489911083,0,0,6.21638524077548,11.658287837893,"CDK1"
"430","toll-like receptor 3 signaling pathway (GO:0034138)","1/80",0.155076826221061,0.233697170677319,0,0,6.13738808274159,11.4390764575281,"CDK1"
"431","positive regulation of viral process (GO:0048524)","1/81",0.156858288132521,0.235833342714324,0,0,6.06036585365854,11.2262974897881,"TOP2A"
"432","MyD88-dependent toll-like receptor signaling pathway (GO:0002755)","1/82",0.158636083228226,0.237404577209909,0,0,5.98524540800964,11.0196896024091,"CDK1"
"433","male gonad development (GO:0008584)","1/82",0.158636083228226,0.237404577209909,0,0,5.98524540800964,11.0196896024091,"HMGB2"
"434","peptidyl-serine phosphorylation (GO:0018105)","1/84",0.162180702294745,0.242149988679712,0,0,5.8404349103732,10.6240087768984,"CDK1"
"435","Fc receptor signaling pathway (GO:0038093)","2/352",0.168601241392259,0.251114145059469,0,0,2.80114285714286,4.98664737324662,"HSP90AA1;CDK1"
"436","regulation of endothelial cell proliferation (GO:0001936)","1/88",0.169226261469721,0.251114145059469,0,0,5.57078777684329,9.89660829285747,"HMGB2"
"437","spermatogenesis (GO:0007283)","2/353",0.169347039183623,0.251114145059469,0,0,2.79301994301994,4.95985929183729,"CCNB1;RACGAP1"
"438","male gamete generation (GO:0048232)","2/354",0.170093433016401,0.251645078983169,0,0,2.78494318181818,4.93326892445612,"CCNB1;RACGAP1"
"439","regulation of dendrite development (GO:0050773)","1/89",0.170978594073258,0.251804838544253,0,0,5.50720620842572,9.72692073864062,"CDC20"
"440","stress-activated MAPK cascade (GO:0051403)","1/89",0.170978594073258,0.251804838544253,0,0,5.50720620842572,9.72692073864062,"CDK1"
"441","stress-activated protein kinase signaling cascade (GO:0031098)","1/91",0.174472441534073,0.255787651841808,0,0,5.38428184281843,9.40089405977471,"CDK1"
"442","negative regulation of protein complex assembly (GO:0031333)","1/91",0.174472441534073,0.255787651841808,0,0,5.38428184281843,9.40089405977471,"STMN1"
"443","antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)","1/93",0.177951913549243,0.259713603558355,0,0,5.26670201484624,9.09160176545146,"RACGAP1"
"444","positive regulation of binding (GO:0051099)","1/93",0.177951913549243,0.259713603558355,0,0,5.26670201484624,9.09160176545146,"HMGB2"
"445","antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)","1/94",0.179686276860886,0.260719643959407,0,0,5.2098085496984,8.94285964215643,"RACGAP1"
"446","neuron projection guidance (GO:0097485)","2/367",0.179848272916443,0.260719643959407,0,0,2.68397260273973,4.60473535058248,"HSP90AA1;CDK1"
"447","axon guidance (GO:0007411)","2/367",0.179848272916443,0.260719643959407,0,0,2.68397260273973,4.60473535058248,"HSP90AA1;CDK1"
"448","response to steroid hormone (GO:0048545)","2/369",0.181357106511393,0.262320100489693,0,0,2.66907356948229,4.55687521390792,"H2AFZ;HMGB2"
"449","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II (GO:0002504)","1/96",0.183144293925659,0.263727783252949,0,0,5.09961489088575,8.65649910635914,"RACGAP1"
"450","lipid homeostasis (GO:0055088)","1/96",0.183144293925659,0.263727783252949,0,0,5.09961489088575,8.65649910635914,"TMEM97"
"451","toll-like receptor 4 signaling pathway (GO:0034142)","1/97",0.184867962059893,0.263864403997381,0,0,5.04623983739837,8.51862522697593,"CDK1"
"452","peptidyl-serine modification (GO:0018209)","1/97",0.184867962059893,0.263864403997381,0,0,5.04623983739837,8.51862522697593,"CDK1"
"453","negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)","1/97",0.184867962059893,0.263864403997381,0,0,5.04623983739837,8.51862522697593,"HMGB2"
"454","regulation of histone modification (GO:0031056)","1/97",0.184867962059893,0.263864403997381,0,0,5.04623983739837,8.51862522697593,"CCNB1"
"455","cellular response to hypoxia (GO:0071456)","1/99",0.188304653251561,0.268178934740684,0,0,4.94275759084121,8.25289334394288,"CCNB1"
"456","regulation of protein transport (GO:0051223)","2/379",0.18893096607136,0.268480846522459,0,0,2.59694960212202,4.32748823030997,"CDK1;ECT2"
"457","response to estradiol (GO:0032355)","1/100",0.190017690585897,0.268845990173934,0,0,4.89258438038926,8.12481204328322,"H2AFZ"
"458","response to calcium ion (GO:0051592)","1/100",0.190017690585897,0.268845990173934,0,0,4.89258438038926,8.12481204328322,"ECT2"
"459","protein import (GO:0017038)","1/101",0.191727198539953,0.269499402719933,0,0,4.84341463414634,7.99977959883026,"HSP90AA1"
"460","regulation of embryonic development (GO:0045995)","1/101",0.191727198539953,0.269499402719933,0,0,4.84341463414634,7.99977959883026,"CDK1"
"461","cellular response to decreased oxygen levels (GO:0036294)","1/101",0.191727198539953,0.269499402719933,0,0,4.84341463414634,7.99977959883026,"CCNB1"
"462","DNA catabolic process (GO:0006308)","1/102",0.193433184243525,0.270722901489859,0,0,4.79521854624487,7.87769592779495,"HMGB2"
"463","regulation of chromatin modification (GO:1903308)","1/102",0.193433184243525,0.270722901489859,0,0,4.79521854624487,7.87769592779495,"CCNB1"
"464","positive regulation of lipid metabolic process (GO:0045834)","1/103",0.195135654722186,0.272517035043053,0,0,4.7479674796748,7.75846515017039,"AADAC"
"465","gamete generation (GO:0007276)","2/390",0.197314799520743,0.274967720622455,0,0,2.52190721649485,4.09294156975884,"CCNB1;RACGAP1"
"466","muscle organ development (GO:0007517)","1/106",0.200222045634537,0.278037605269297,0,0,4.6116144018583,7.41698995169865,"CENPF"
"467","regulation of intracellular transport (GO:0032386)","2/394",0.200375866760435,0.278037605269297,0,0,2.49566326530612,4.01192929321643,"CDK1;ECT2"
"468","regulation of chromatin organization (GO:1902275)","1/107",0.201910525880591,0.279568420450049,0,0,4.56787850897377,7.30828869902871,"CCNB1"
"469","cellular response to oxygen levels (GO:0071453)","1/109",0.205277053359466,0.281821039357911,0,0,4.48283649503162,7.09809969274967,"CCNB1"
"470","axonogenesis (GO:0007409)","1/109",0.205277053359466,0.281821039357911,0,0,4.48283649503162,7.09809969274967,"STMN1"
"471","response to ethanol (GO:0045471)","1/109",0.205277053359466,0.281821039357911,0,0,4.48283649503162,7.09809969274967,"CDK1"
"472","muscle structure development (GO:0061061)","1/109",0.205277053359466,0.281821039357911,0,0,4.48283649503162,7.09809969274967,"CENPF"
"473","cotranslational protein targeting to membrane (GO:0006613)","1/110",0.206955114601375,0.282780603658981,0,0,4.4414857910047,6.99646535750659,"ARL6IP1"
"474","cellular response to lipopolysaccharide (GO:0071222)","1/110",0.206955114601375,0.282780603658981,0,0,4.4414857910047,6.99646535750659,"HMGB2"
"475","DNA repair (GO:0006281)","2/403",0.207285164719161,0.282780603658981,0,0,2.43852867830424,3.83741461659177,"CDK1;ESCO2"
"476","mitochondrial transport (GO:0006839)","1/111",0.208629716784603,0.283686003759709,0,0,4.40088691796009,6.89704484146651,"HSP90AA1"
"477","regulation of neuron differentiation (GO:0045664)","2/405",0.208824419434231,0.283686003759709,0,0,2.42617866004963,3.80003017519099,"CDC20;ECT2"
"478","gonad development (GO:0008406)","1/112",0.210300866897225,0.285094062237243,0,0,4.36101955614151,6.79977179135145,"HMGB2"
"479","cellular protein complex disassembly (GO:0043624)","1/113",0.211968571858653,0.286754978213793,0,0,4.32186411149826,6.70458239694152,"STMN1"
"480","double-strand break repair (GO:0006302)","1/114",0.213632838592516,0.288404332099897,0,0,4.28340168357436,6.61141527103412,"ESCO2"
"481","cellular response to molecule of bacterial origin (GO:0071219)","1/116",0.216951085060787,0.29227505846027,0,0,4.2084835630965,6.43091372598097,"HMGB2"
"482","cell maturation (GO:0048469)","1/118",0.220255661474643,0.296111345716948,0,0,4.13612674588284,6.25782041929607,"CCNB1"
"483","regulation of synaptic plasticity (GO:0048167)","1/120",0.223546622777036,0.299913481489689,0,0,4.06620209059233,6.09172082238344,"CDC20"
"484","response to temperature stimulus (GO:0009266)","1/122",0.226824023691499,0.302432031588666,0,0,3.9985889941544,5.9322298115253,"MKI67"
"485","toll-like receptor signaling pathway (GO:0002224)","1/122",0.226824023691499,0.302432031588666,0,0,3.9985889941544,5.9322298115253,"CDK1"
"486","protein acetylation (GO:0006473)","1/122",0.226824023691499,0.302432031588666,0,0,3.9985889941544,5.9322298115253,"ESCO2"
"487","cellular response to steroid hormone stimulus (GO:0071383)","1/123",0.228457656086261,0.30336180562274,0,0,3.9656137544982,5.85484958931086,"H2AFZ"
"488","positive regulation of multi-organism process (GO:0043902)","1/123",0.228457656086261,0.30336180562274,0,0,3.9656137544982,5.85484958931086,"TOP2A"
"489","cellular response to radiation (GO:0071478)","1/126",0.233338362290462,0.308829908081069,0,0,3.86985365853659,5.63166521653192,"ECT2"
"490","cellular component morphogenesis (GO:0032989)","2/437",0.233607557155487,0.308829908081069,0,0,2.24402298850575,3.26306227666898,"STMN1;ECT2"
"491","response to ionizing radiation (GO:0010212)","1/127",0.23495855661106,0.308829908081069,0,0,3.83894696089818,5.56012399419623,"ECT2"
"492","regulation of protein polymerization (GO:0032271)","1/127",0.23495855661106,0.308829908081069,0,0,3.83894696089818,5.56012399419623,"STMN1"
"493","inorganic anion transport (GO:0015698)","1/127",0.23495855661106,0.308829908081069,0,0,3.83894696089818,5.56012399419623,"RACGAP1"
"494","immune response-activating signal transduction (GO:0002757)","2/440",0.235943109140666,0.309496224135935,0,0,2.2283105022831,3.2180470693987,"HSP90AA1;CDK1"
"495","regulation of establishment of protein localization (GO:0070201)","2/442",0.237501039322711,0.310910451477003,0,0,2.21795454545455,3.18849436906213,"CDK1;ECT2"
"496","immune response-regulating cell surface receptor signaling pathway (GO:0002768)","2/444",0.239059648074875,0.312319862807498,0,0,2.20769230769231,3.15930082304357,"HSP90AA1;CDK1"
"497","positive regulation of homeostatic process (GO:0032846)","1/130",0.23979911077603,0.312655581052047,0,0,3.74910190962375,5.35354411068037,"HMGB2"
"498","cellular response to biotic stimulus (GO:0071216)","1/132",0.243009523316501,0.315571485188563,0,0,3.69149134239434,5.22218537747312,"HMGB2"
"499","protein complex disassembly (GO:0043241)","1/132",0.243009523316501,0.315571485188563,0,0,3.69149134239434,5.22218537747312,"STMN1"
"500","activation of MAPK activity (GO:0000187)","1/133",0.244609762598101,0.316381489348442,0,0,3.66334072431633,5.15831763144896,"CDK1"
"501","negative regulation of neuron apoptotic process (GO:0043524)","1/133",0.244609762598101,0.316381489348442,0,0,3.66334072431633,5.15831763144896,"BIRC5"
"502","response to unfolded protein (GO:0006986)","1/135",0.247800340415198,0.319869762129578,0,0,3.60829996359665,5.03405451401934,"HSP90AA1"
"503","cellular response to hormone stimulus (GO:0032870)","2/462",0.253112426258488,0.32607724098509,0,0,2.11934782608696,2.91181757898726,"H2AFZ;CDK1"
"504","positive regulation of cytoskeleton organization (GO:0051495)","1/142",0.258864100923313,0.331509757704164,0,0,3.42795364123854,4.63271501637533,"CCNB1"
"505","pattern recognition receptor signaling pathway (GO:0002221)","1/142",0.258864100923313,0.331509757704164,0,0,3.42795364123854,4.63271501637533,"CDK1"
"506","macromolecular complex disassembly (GO:0032984)","1/142",0.258864100923313,0.331509757704164,0,0,3.42795364123854,4.63271501637533,"STMN1"
"507","response to topologically incorrect protein (GO:0035966)","1/143",0.26043161336327,0.332859340156605,0,0,3.40364136035727,4.57931004871438,"HSP90AA1"
"508","innate immune response-activating signal transduction (GO:0002758)","1/144",0.261995889217129,0.333542900221414,0,0,3.37966911137643,4.5268182519207,"CDK1"
"509","positive regulation of epithelial cell proliferation (GO:0050679)","1/144",0.261995889217129,0.333542900221414,0,0,3.37966911137643,4.5268182519207,"HMGB2"
"510","cellular response to acid chemical (GO:0071229)","1/147",0.266669362774435,0.338826955054576,0,0,3.30972268626796,4.37461182683189,"CCNB1"
"511","Ras protein signal transduction (GO:0007265)","1/148",0.26822075756376,0.339437433983182,0,0,3.28704164592666,4.32556574030836,"CDK1"
"512","insulin receptor signaling pathway (GO:0008286)","1/148",0.26822075756376,0.339437433983182,0,0,3.28704164592666,4.32556574030836,"CDK1"
"513","positive regulation of GTPase activity (GO:0043547)","2/482",0.268760735906122,0.339437433983182,0,0,2.02895833333333,2.6659168371519,"RACGAP1;ECT2"
"514","positive regulation of GTP catabolic process (GO:0033126)","2/483",0.269543594395893,0.339437433983182,0,0,2.02463617463617,2.65434892720329,"RACGAP1;ECT2"
"515","positive regulation of Rho GTPase activity (GO:0032321)","1/149",0.269768948304535,0.339437433983182,0,0,3.26466710613052,4.27733234590489,"ECT2"
"516","activation of immune response (GO:0002253)","2/487",0.272675157990156,0.341993272163471,0,0,2.00752577319588,2.60872772679186,"HSP90AA1;CDK1"
"517","activation of innate immune response (GO:0002218)","1/151",0.272855743377337,0.341993272163471,0,0,3.22081300813008,4.18323070064381,"CDK1"
"518","regulation of viral process (GO:0050792)","1/152",0.274394360568625,0.343257810132179,0,0,3.19932159586497,4.13732728793565,"TOP2A"
"519","multicellular organismal reproductive process (GO:0048609)","2/491",0.275806765485005,0.344359892166249,0,0,1.99069529652352,2.5641245992205,"CCNB1;RACGAP1"
"520","protein acylation (GO:0043543)","1/154",0.277462066471759,0.345096773653934,0,0,3.15718157181572,4.04773110083343,"ESCO2"
